사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
23-Jan,6호선,2647,화랑대(서울여대입구),251166,190994,41717,37271
23-Jan,6호선,2648,봉화산(서울의료원),187945,177310,43223,42643
23-Jan,6호선,2649,신내,4,0,0,0
23-Jan,7호선,2711,장암,52049,19642,7937,5466
23-Jan,7호선,2712,도봉산,188861,211804,37764,56431
23-Jan,7호선,2713,수락산,252230,246193,83321,84415
23-Jan,7호선,2714,마들,269141,249591,77512,76359
23-Jan,7호선,2715,노원,435380,459942,111955,112493
23-Jan,7호선,2716,중계,294550,263114,78191,75763
23-Jan,7호선,2717,하계,374747,348282,95866,93178
23-Jan,7호선,2718,공릉(서울과학기술대),245631,244464,62235,62915
23-Jan,7호선,2719,태릉입구,191231,179462,39149,36307
23-Jan,7호선,2720,먹골,215242,209232,59090,60422
23-Jan,7호선,2721,중화,228748,219811,56702,57090
23-Jan,7호선,2722,상봉(시외버스터미널),394916,380050,65485,63162
23-Jan,7호선,2723,면목,313782,298629,85635,88394
23-Jan,7호선,2724,사가정,342711,341608,87828,88384
23-Jan,7호선,2725,용마산(용마폭포공원),124996,118166,31954,34376
23-Jan,7호선,2726,중곡,226585,210945,56226,56865
23-Jan,7호선,2727,군자(능동),336800,259452,70508,61775
23-Jan,7호선,2728,어린이대공원(세종대),307676,302521,36399,35757
23-Jan,7호선,2729,건대입구,302223,330321,51819,47944
23-Jan,7호선,2730,뚝섬유원지,179288,175261,38090,37619
23-Jan,7호선,2731,청담,427342,486619,68879,66464
23-Jan,7호선,2732,강남구청,382243,422652,45654,46097
23-Jan,7호선,2733,학동,551748,586269,56019,53728
23-Jan,7호선,2734,논현,434819,457473,38857,38461
23-Jan,7호선,2735,반포,128570,124380,31886,30594
23-Jan,7호선,2736,고속터미널,441669,332871,65915,57830
23-Jan,7호선,2737,내방,312648,321809,62965,60947
23-Jan,7호선,2738,이수,363013,347948,67756,64396
23-Jan,7호선,2739,남성,233954,213847,64293,63461
23-Jan,7호선,2740,숭실대입구(살피재),256929,259451,55973,57627
23-Jan,7호선,2741,상도,238272,230528,55371,53034
23-Jan,7호선,2742,장승배기,183108,176985,60725,61020
23-Jan,7호선,2743,신대방삼거리,319667,300511,79148,81532
23-Jan,7호선,2744,보라매,158491,161699,29793,31072
23-Jan,7호선,2745,신풍,239761,222023,64614,64258
23-Jan,7호선,2746,대림(구로구청),217075,220360,35955,34955
23-Jan,7호선,2747,남구로,350865,369263,55872,56162
23-Jan,7호선,2748,가산디지털단지,1014235,1004312,81898,75872
23-Jan,7호선,2749,철산,477371,489051,91818,90897
23-Jan,7호선,2750,광명사거리,442497,431561,137931,143564
23-Jan,7호선,2751,천왕,249260,232736,51135,51285
23-Jan,7호선,2752,온수(성공회대입구),213262,195690,36067,34547
23-Jan,8호선,2811,암사,409394,355244,93902,93277
23-Jan,8호선,2812,천호(풍납토성),327552,392436,74622,72482
23-Jan,8호선,2813,강동구청,218742,225814,59670,59965
23-Jan,8호선,2814,몽촌토성(평화의문),142184,146414,28381,28013
23-Jan,8호선,2815,잠실(송파구청),382291,454638,67901,65851
23-Jan,8호선,2816,석촌,166895,197323,44935,47423
23-Jan,8호선,2817,송파,183956,180438,55446,55151
23-Jan,8호선,2818,가락시장,153273,175634,58982,60906
23-Jan,8호선,2819,문정,478254,501532,54126,53699
23-Jan,8호선,2820,장지,391098,372377,71388,67243
23-Jan,8호선,2821,복정,202902,171234,33297,30002
23-Jan,8호선,2822,산성,110632,107050,28150,30545
23-Jan,8호선,2823,남한산성입구(성남법원.검찰청),278883,246495,70270,67213
23-Jan,8호선,2824,단대오거리,244398,238358,67623,66004
23-Jan,8호선,2825,신흥,101998,106943,38325,40092
23-Jan,8호선,2826,수진,104478,92507,41882,41650
23-Jan,8호선,2827,모란,80952,68608,50282,37870
23-Jan,8호선,2828,남위례,134604,139821,25333,25619
23-Jan,9호선,4101,개화,57693,37320,9932,7694
23-Jan,9호선,4102,김포공항,196610,290858,17569,21839
23-Jan,9호선,4103,공항시장,58722,64035,20617,22646
23-Jan,9호선,4104,신방화,142231,138517,41918,42100
23-Jan,9호선,4105,마곡나루(서울식물원),309375,304068,28700,27761
23-Jan,9호선,4106,양천향교,210770,218002,40322,40237
23-Jan,9호선,4107,가양,457184,446934,118688,116440
23-Jan,9호선,4108,증미,154898,145822,31016,30931
23-Jan,9호선,4109,등촌,232934,222206,72163,72588
23-Jan,9호선,4110,염창,407298,391917,65725,64829
23-Jan,9호선,4111,신목동,90487,77667,19623,18627
23-Jan,9호선,4112,선유도,196171,184578,26018,25363
23-Jan,9호선,4113,당산,452790,454045,59634,54770
23-Jan,9호선,4114,국회의사당,362449,377378,52432,46322
23-Jan,9호선,4115,여의도,703952,664647,45419,41344
23-Jan,9호선,4116,샛강,138069,138067,24362,24715
23-Jan,9호선,4117,노량진,637013,624793,80400,80243
23-Jan,9호선,4118,노들,94730,76997,29357,26941
23-Jan,9호선,4119,흑석(중앙대입구),163383,170808,48933,49700
23-Jan,9호선,4120,동작(현충원),39009,31556,10500,9463
23-Jan,9호선,4121,구반포,19242,20110,8059,8153
23-Jan,9호선,4122,신반포,74557,73501,19942,19953
23-Jan,9호선,4123,고속터미널,336686,474976,53907,61644
23-Jan,9호선,4124,사평,79413,77190,19517,19753
23-Jan,9호선,4125,신논현,800307,791475,47640,45843
23-Jan,공항철도 1호선,4201,서울역,303007,268367,29043,25369
23-Jan,공항철도 1호선,4202,공덕,63790,87082,7221,8956
23-Jan,공항철도 1호선,4203,홍대입구,354648,358941,16525,15278
23-Jan,공항철도 1호선,4204,디지털미디어시티,338019,314446,23865,22745
23-Jan,공항철도 1호선,4206,마곡나루(서울식물원),247108,237359,13239,13957
23-Jan,공항철도 1호선,4207,김포공항,300405,169664,21322,14065
23-Jan,공항철도 1호선,4208,계양,297241,273531,28681,27091
23-Jan,공항철도 1호선,4209,검암,161977,158713,14398,14063
23-Jan,공항철도 1호선,4210,청라국제도시,172948,164099,11510,11362
23-Jan,공항철도 1호선,4211,운서,214757,225806,25639,25876
23-Jan,공항철도 1호선,4212,공항화물청사,53919,57242,8637,8254
23-Jan,공항철도 1호선,4213,인천공항1터미널,316087,305609,22724,21281
23-Jan,공항철도 1호선,4215,인천공항2터미널,116249,104723,10805,9669
23-Jan,공항철도 1호선,4217,영종,85599,86150,17722,17596
23-Jan,9호선2~3단계,4126,언주,259113,263592,26280,25858
23-Jan,9호선2~3단계,4127,선정릉,228011,251580,23659,24368
23-Jan,9호선2~3단계,4128,삼성중앙,171179,178525,24063,23455
23-Jan,9호선2~3단계,4129,봉은사,456198,472477,48825,46736
23-Jan,9호선2~3단계,4130,종합운동장,105500,104805,17891,16664
23-Jan,9호선2~3단계,4131,삼전,164923,156371,33366,32687
23-Jan,9호선2~3단계,4132,석촌고분,145573,142287,34214,34230
23-Jan,9호선2~3단계,4133,석촌,210088,186234,32865,29063
23-Jan,9호선2~3단계,4134,송파나루,126227,134602,25622,26714
23-Jan,9호선2~3단계,4135,한성백제,60016,53443,14720,12832
23-Jan,9호선2~3단계,4136,올림픽공원(한국체대),181742,182401,23278,23562
23-Jan,9호선2~3단계,4137,둔촌오륜,19908,20009,5563,5916
23-Jan,9호선2~3단계,4138,중앙보훈병원,220209,187363,69377,67927
23-Jan,우이신설선,4701,북한산우이,48001,40620,29228,30259
23-Jan,우이신설선,4702,솔밭공원,41974,36746,25537,26638
23-Jan,우이신설선,4703,4.19민주묘지,46988,44105,30977,28167
23-Jan,우이신설선,4704,가오리,69002,65858,43367,44376
23-Jan,우이신설선,4705,화계,54752,48573,38395,38574
23-Jan,우이신설선,4706,삼양,30323,29857,23927,26344
23-Jan,우이신설선,4707,삼양사거리,35688,35129,31075,31607
23-Jan,우이신설선,4708,솔샘,121229,109379,35540,36741
23-Jan,우이신설선,4709,북한산보국문,126859,115785,38915,39309
23-Jan,우이신설선,4710,정릉,83679,75766,41206,39404
23-Jan,우이신설선,4711,성신여대입구(돈암),66999,80392,26625,25736
23-Jan,우이신설선,4712,보문,27428,27832,13742,13671
23-Jan,우이신설선,4713,신설동,31614,32449,25971,22938
23-Jan,신림선,4401,샛강,53664,67797,10714,10202
23-Jan,신림선,4402,대방,54096,42575,12753,11031
23-Jan,신림선,4403,서울지방병무청,51254,55374,19244,20980
23-Jan,신림선,4404,보라매,73613,67706,18415,15677
23-Jan,신림선,4405,보라매공원,36659,40137,12031,13227
23-Jan,신림선,4406,보라매병원,131005,139113,39173,39206
23-Jan,신림선,4407,당곡,86143,85099,29365,29154
23-Jan,신림선,4408,신림,31215,45860,11933,13249
23-Jan,신림선,4409,서원,71495,58048,18806,18742
23-Jan,신림선,4410,서울대벤처타운,174969,162382,50009,51331
23-Jan,신림선,4411,관악산(서울대),42001,41065,21984,22305
